[ 2947 ,  677 635 627] shixi 1
[   1 ,  461 791 815] shixi 83
[   1 ,  463 172 297] [83 R] Node  2 收到本层数据包并传往上层 
[   1 ,  464 833 830] shixi 84
[   1 ,  468 148  45] [84 T] Node  2->  1  
[   1 ,  471  88 667] shixi 85
[   1 ,  472 788 525] [85 R] Node  2 收到本层数据包并传往上层 
[   1 ,  474 674   7] shixi 86
[   1 ,  477 863 365] [86 T] Node  2->  1  
[   1 ,  479 768  95] shixi 87
[   1 ,  481  57 487] 时隙:24-------------------------------------------------------------------------------
[   1 ,  483 305 267] [87 R] Node  2 收到本层数据包并传往上层 
[   1 ,  484 704 575] shixi 88
[   1 ,  485 340 365] shixi 89
[   1 ,  487 811 395] shixi 90
[   1 ,  490 236 925] shixi 91
[   1 ,  492 758  80] shixi 92
[   1 ,  495 556 532] shixi 93
[   1 ,  497 765 525] shixi 94
[   1 ,  500 191 367] 时隙:25-------------------------------------------------------------------------------
[   1 ,  501  55 227] shixi 95
[   1 ,  503  83 175] shixi 96
[   1 ,  505 567 555] [96 T] Node  2->  1  
[   1 ,  507 771 522] shixi 97
[   1 ,  510 561  65] [97 T] Node  2->  1  
[   1 ,  512 196 445] shixi 98
[   1 ,  516  33 332] [98 R] Node  2 收到本层数据包并传往上层 
[   1 ,  518  39 275] shixi 99
[   1 ,  520 234 667] 时隙:26-------------------------------------------------------------------------------
[   1 ,  521 270 610] [99 T] Node  2->  1  
[   1 ,  522 327 487] shixi 100
[   1 ,  525 594 155] [100 R] Node  2 收到本层数据包并传往上层 
[   1 ,  526 111 935] NODE  2 此时未收到状态调整信息
[   1 ,  527 207  62] shixi 101
[   1 ,  530 734 795] [101 T] Node  2->  1  
[   1 ,  533 674 990] shixi 102
[   1 ,  535 564 142] [102 T] Node  2->  1  
[   1 ,  537 809 215] shixi 103
[   1 ,  540  66 665] 时隙:27-------------------------------------------------------------------------------
[   1 ,  540 200 502] 网络层管控信息通告
[   1 ,  540 213 657] 网管信道队列业务为空
[   1 ,  541 248 432] [103 T] Node  2->  1  
[   1 ,  542 744 252] shixi 104
[   1 ,  546  88 547] [104 T] Node  2->  1  
[   1 ,  548 112  70] shixi 105
[   1 ,  550 564 737] [105 T] Node  2->  1  
[   1 ,  552 225 202] shixi 106
[   1 ,  555 543 805] [106 R] Node  2 收到本层数据包并传往上层 
[   1 ,  557 292 247] shixi 107
[   1 ,  560 591 835] 时隙:28-------------------------------------------------------------------------------
[   1 ,  561 636 777] [107 R] Node  2 收到本层数据包并传往上层 
[   1 ,  562 750 365] shixi 108
[   1 ,  565 670 867] shixi 109
[   1 ,  567 781  87] shixi 110
[   1 ,  570 516 100] shixi 111
[   1 ,  572 759 885] shixi 112
[   1 ,  575 109 560] shixi 113
[   1 ,  577 583 150] shixi 114
[   1 ,  580 196 670] 时隙:29-------------------------------------------------------------------------------
[   1 ,  581 352 770] shixi 115
[   1 ,  582 597 487] shixi 116
[   1 ,  585 745 610] [116 T] Node  2->  1  
[   1 ,  588 518 357] shixi 117
[   1 ,  590 756 460] [117 T] Node  2->  1  
[   1 ,  593 270 472] shixi 118
[   1 ,  596  19 207] [118 T] Node  2->  1  
[   1 ,  598 565 932] shixi 119
[   1 ,  600 106 930] 时隙:30-------------------------------------------------------------------------------
[   1 ,  601 754 417] [119 R] Node  2 收到本层数据包并传往上层 
[   1 ,  603 715  77] shixi 120
[   1 ,  605 690 357] [120 R] Node  2 收到本层数据包并传往上层 
[   1 ,  607 601 160] shixi 121
[   1 ,  610 569 970] [121 T] Node  2->  1  
[   1 ,  612 102 880] shixi 122
[   1 ,  612 771 697] [122 T] Node  2->  1  
[   1 ,  614 556 300] shixi 123
[   1 ,  615 745 622] [123 T] Node  2->  1  
[   1 ,  617 727 702] shixi 124
[   1 ,  620 379 535] 时隙:31-------------------------------------------------------------------------------
[   1 ,  622  24 575] [124 R] Node  2 收到本层数据包并传往上层 
[   1 ,  624 210 592] shixi 125
[   1 ,  625 273 322] [125 R] Node  2 收到本层数据包并传往上层 
[   1 ,  627  32 172] shixi 126
[   1 ,  630 235 742] [126 R] Node  2 收到本层数据包并传往上层 
[   1 ,  632 767 482] shixi 127
[   1 ,  636 179 835] [127 T] Node  2->  1  
[   1 ,  638  37 442] shixi 128
[   1 ,  640 538 420] 时隙:32-------------------------------------------------------------------------------
[   1 ,  641 321 932] shixi 129
[   1 ,  642 818 402] shixi 130
[   1 ,  645 263 440] shixi 131
[   1 ,  647 797 502] shixi 132
[   1 ,  650 307 102] shixi 133
[   1 ,  652 786 700] shixi 134
[   1 ,  655 522 637] shixi 135
[   1 ,  658  28  57] shixi 136
[   1 ,  660 232 837] 时隙:33-------------------------------------------------------------------------------
[   1 ,  661 107 437] [136 R] Node  2 收到本层数据包并传往上层 
[   1 ,  663 276 275] shixi 137
[   1 ,  666 258 250] [137 R] Node  2 收到本层数据包并传往上层 
[   1 ,  668  76  30] shixi 138
[   1 ,  670 583 927] [138 T] Node  2->  1  
[   1 ,  672   6 760] shixi 139
[   1 ,  675 984 330] [139 R] Node  2 收到本层数据包并传往上层 
[   1 ,  677  20 637] shixi 140
[   1 ,  678 313 167] [140 T] Node  2->  1  
[   1 ,  680 175 190] 时隙:34-------------------------------------------------------------------------------
[   1 ,  680 822 392] shixi 141
[   1 ,  683 201 242] [141 R] Node  2 收到本层数据包并传往上层 
[   1 ,  684 751 660] shixi 142
[   1 ,  688 310 235] [142 R] Node  2 收到本层数据包并传往上层 
[   1 ,  690 229 667] shixi 143
[   1 ,  693 177 122] [143 R] Node  2 收到本层数据包并传往上层 
[   1 ,  695 732 462] shixi 144
[   1 ,  698 318 455] [144 R] Node  2 收到本层数据包并传往上层 
[   1 ,  700 231 622] 时隙:35-------------------------------------------------------------------------------
[   1 ,  701 506 632] shixi 145
[   1 ,  703 168 435] [145 R] Node  2 收到本层数据包并传往上层 
[   1 ,  705 631 600] shixi 146
[   1 ,  708 187 697] [146 R] Node  2 收到本层数据包并传往上层 
[   1 ,  709 234 835] shixi 147
[   1 ,  711  28 752] [147 R] Node  2 收到本层数据包并传往上层 
[   1 ,  713  63  45] shixi 148
[   1 ,  715 554 437] shixi 149
[   1 ,  717 805 700] shixi 150
[   1 ,  720 473 880] 时隙:36-------------------------------------------------------------------------------
[   1 ,  721  43 177] shixi 151
[   1 ,  722 878 902] shixi 152
[   1 ,  725 269 230] shixi 153
[   1 ,  730 927 205] shixi 154
[   1 ,  732 825 150] shixi 155
[   1 ,  735 246 587] shixi 156
[   1 ,  738 516 535] [156 T] Node  2->  1  
[   1 ,  739 752  22] shixi 157
[   1 ,  740 578 307] 时隙:37-------------------------------------------------------------------------------
[   1 ,  743 186 392] [157 R] Node  2 收到本层数据包并传往上层 
[   1 ,  745 702 210] shixi 158
[   1 ,  748 333 502] [158 R] Node  2 收到本层数据包并传往上层 
[   1 ,  750 691 970] shixi 159
[   1 ,  752 749 975] [159 T] Node  2->  1  
[   1 ,  760 448 735] 时隙:38-------------------------------------------------------------------------------
[   1 ,  767 710 430] shixi 160
[   1 ,  770 550 920] [160 T] Node  2->  1  
[   1 ,  771 734 762] 本次发送合包
[   1 ,  776 707  42] shixi 161
[   1 ,  778  91 495] [161 R] Node  2 收到本层数据包并传往上层 
[   1 ,  779 569 357] shixi 162
[   1 ,  780 312 717] 时隙:39-------------------------------------------------------------------------------
[   1 ,  781 579 530] [162 T] Node  2->  1  
[   1 ,  783 571 150] shixi 163
[   1 ,  786 803 492] [163 R] Node  2 收到本层数据包并传往上层 
[   1 ,  789  70 967] shixi 164
[   1 ,  791  27 917] [164 R] Node  2 收到本层数据包并传往上层 
[   1 ,  792 621 542] shixi 165
[   1 ,  795 654 647] [165 R] Node  2 收到本层数据包并传往上层 
[   1 ,  798 236 875] shixi 166
[   1 ,  800 223 482] 时隙:40-------------------------------------------------------------------------------
[   1 ,  802 103 512] [166 T] Node  2->  1  
[   1 ,  804 236 585] shixi 167
[   1 ,  805 751 267] [167 T] Node  2->  1  
[   1 ,  808 610 160] shixi 168
[   1 ,  810 247 235] shixi 169
[   1 ,  813  28 757] shixi 170
[   1 ,  815 296 510] shixi 171
[   1 ,  818  52 970] shixi 172
[   1 ,  820 235 617] 时隙:41-------------------------------------------------------------------------------
[   1 ,  821 286 955] shixi 173
[   1 ,  822 792 227] shixi 174
[   1 ,  839 126 112] shixi 175
[   1 ,  840 790 982] 时隙:42-------------------------------------------------------------------------------
[   1 ,  842 724 545] shixi 176
[   1 ,  845 799 862] [176 T] Node  2->  1  
[   1 ,  847 135 352] 本次发送合包
[   1 ,  852 777 972] shixi 177
[   1 ,  855 569 662] [177 R] Node  2 收到本层数据包并传往上层 
[   1 ,  857 287 907] shixi 178
[   1 ,  860 100 215] 时隙:43-------------------------------------------------------------------------------
[   1 ,  861 731 242] [178 R] Node  2 收到本层数据包并传往上层 
[   1 ,  864  77 705] shixi 179
[   1 ,  865 763 360] [179 R] Node  2 收到本层数据包并传往上层 
[   1 ,  868 107 825] shixi 180
[   1 ,  870 549 680] [180 R] Node  2 收到本层数据包并传往上层 
[   1 ,  872 149 517] shixi 181
[   1 ,  873 220 687] [181 T] Node  2->  1  
[   1 ,  874 552   7] shixi 182
[   1 ,  878 132 170] [182 T] Node  2->  1  
[   1 ,  880 133 502] 时隙:44-------------------------------------------------------------------------------
[   1 ,  882 686 670] shixi 183
[   1 ,  886 132 705] [183 T] Node  2->  1  
[   1 ,  888  52 585] shixi 184
[   1 ,  890 606 240] [184 R] Node  2 收到本层数据包并传往上层 
[   1 ,  892 219 360] shixi 185
[   1 ,  895 262 860] [185 T] Node  2->  1  
[   1 ,  896 812 465] shixi 186
[   1 ,  898 268 330] [186 R] Node  2 收到本层数据包并传往上层 
[   1 ,  899 839 542] shixi 187
[   1 ,  901 197  87] 时隙:45-------------------------------------------------------------------------------
[   1 ,  903 531 355] [187 T] Node  2->  1  
[   1 ,  904 840  75] shixi 188
[   1 ,  907 578 302] shixi 189
[   1 ,  910 544 245] shixi 190
[   1 ,  912 740 897] shixi 191
[   1 ,  915 268 937] shixi 192
[   1 ,  917 587 502] shixi 193
[   1 ,  920 227 592] 时隙:46-------------------------------------------------------------------------------
[   1 ,  921 786 312] shixi 194
[   1 ,  923  12 552] shixi 195
[   1 ,  925 289 250] shixi 196
[   1 ,  928  46 447] [196 R] Node  2 收到本层数据包并传往上层 
[   1 ,  929 711 267] shixi 197
[   1 ,  930 221 605] [197 R] Node  2 收到本层数据包并传往上层 
[   1 ,  931 753 245] shixi 198
[   1 ,  933 329 442] [198 R] Node  2 收到本层数据包并传往上层 
[   1 ,  935 603 105] shixi 199
[   1 ,  938  49 480] [199 T] Node  2->  1  
[   1 ,  940 111 692] 时隙:47-------------------------------------------------------------------------------
[   1 ,  940 765 727] shixi 200
[   1 ,  943 355 362] [200 T] Node  2->  1  
[   1 ,  946   3 427] shixi 201
[   1 ,  948 546 187] [201 R] Node  2 收到本层数据包并传往上层 
[   1 ,  951 216  85] shixi 202
[   1 ,  953  99 320] [202 R] Node  2 收到本层数据包并传往上层 
[   1 ,  955 687 732] shixi 203
[   1 ,  958 225 697] [203 T] Node  2->  1  
[   1 ,  960 584 977] 时隙:48-------------------------------------------------------------------------------
[   1 ,  961 325  10] shixi 204
[   1 ,  963  82 980] [204 R] Node  2 收到本层数据包并传往上层 
[   1 ,  964 827 147] shixi 205
[   1 ,  968  89 555] [205 R] Node  2 收到本层数据包并传往上层 
[   1 ,  969 238 660] shixi 206
[   1 ,  971 585 125] [206 T] Node  2->  1  
[   1 ,  974 477 980] shixi 207
[   1 ,  975 609 770] [207 R] Node  2 收到本层数据包并传往上层 
[   1 ,  977 232 662] shixi 208
[   1 ,  980 243 830] 时隙:49-------------------------------------------------------------------------------
[   1 ,  980 550 782] shixi 209
[   1 ,  983  18 957] shixi 210
[   1 ,  985 234  32] shixi 211
[   1 ,  987 823 320] shixi 212
[   1 ,  990 215 882] shixi 213
[   1 ,  992 740 920] shixi 214
[   1 ,  995 194 305] shixi 215
[   1 ,  997 613 670] shixi 216
[   2 ,    0 537 225] 时隙: 0-------------------------------------------------------------------------------
[   2 ,    2  43 172] [216 R] Node  2 收到本层数据包并传往上层 
[   2 ,    3 731 412] NODE  2 此时未收到状态调整信息
[   2 ,    4 587   2] shixi 217
[   2 ,    8 848 462] [217 R] Node  2 收到本层数据包并传往上层 
[   2 ,   11  73 372] shixi 218
[   2 ,   13  85 777] [218 T] Node  2->  1  
[   2 ,   14 241  10] shixi 219
[   2 ,   16 226 325] [219 R] Node  2 收到本层数据包并传往上层 
[   2 ,   19 656 770] shixi 220
[   2 ,   21  92 552] 时隙: 1-------------------------------------------------------------------------------
[   2 ,   23 538  12] NODE  2 收到网管节点飞行状态信息
[   2 ,   24  72 517] [220 T] Node  2->  1  
[   2 ,   26 522 595] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   2 ,   26 723 142] shixi 221
[   2 ,   28 509 305] [221 T] Node  2->  1  
[   2 ,   31 229 572] shixi 222
[   2 ,   33 310 947] [222 R] Node  2 收到本层数据包并传往上层 
[   2 ,   35 259 752] shixi 223
[   2 ,   38  48 225] [223 R] Node  2 收到本层数据包并传往上层 
[   2 ,   40  92   7] 时隙: 2-------------------------------------------------------------------------------
[   2 ,   42 726 107] NODE  2 发送飞行状态信息
[   2 ,   43 356 180] shixi 224
[   2 ,   46  70  77] [224 R] Node  2 收到本层数据包并传往上层 
[   2 ,   48  86 182] shixi 225
[   2 ,   50 537 355] [225 T] Node  2->  1  
[   2 ,   52  65 765] shixi 226
[   2 ,   53  20 135] [226 T] Node  2->  1  
[   2 ,   54 557 790] shixi 227
[   2 ,   55 736 917] [227 T] Node  2->  1  
[   2 ,   57 772 230] shixi 228
[   2 ,   60  81 982] 时隙: 3-------------------------------------------------------------------------------
[   2 ,   61 500 442] shixi 229
[   2 ,   62 821 455] shixi 230
[   2 ,   65 470 675] shixi 231
[   2 ,   67 806 637] shixi 232
[   2 ,   70 670 717] shixi 233
[   2 ,   72 591 107] shixi 234
[   2 ,   75 223 170] shixi 235
[   2 ,   77 956 830] shixi 236
[   2 ,   80 254 170] 时隙: 4-------------------------------------------------------------------------------
[   2 ,   81 106 125] [236 T] Node  2->  1  
[   2 ,   83 226  87] shixi 237
[   2 ,   85 565 465] [237 R] Node  2 收到本层数据包并传往上层 
[   2 ,   88  79 287] shixi 238
[   2 ,   91 238 132] [238 T] Node  2->  1  
[   2 ,   93  71 730] shixi 239
[   2 ,   96  88 330] [239 R] Node  2 收到本层数据包并传往上层 
[   2 ,   98 228 252] shixi 240
[   2 ,  100 277 670] 时隙: 5-------------------------------------------------------------------------------
[   2 ,  101 162 937] [240 T] Node  2->  1  
[   2 ,  103  64 175] shixi 241
[   2 ,  105 663  40] [241 R] Node  2 收到本层数据包并传往上层 
[   2 ,  108 659 190] shixi 242
[   2 ,  110 778 717] [242 T] Node  2->  1  
[   2 ,  112 394 720] shixi 243
[   2 ,  115 600 820] [243 R] Node  2 收到本层数据包并传往上层 
[   2 ,  116 541 150] shixi 244
[   2 ,  118  72 257] [244 T] Node  2->  1  
[   2 ,  120 217 275] 时隙: 6-------------------------------------------------------------------------------
[   2 ,  121  96 800] shixi 245
[   2 ,  123 194 355] [245 T] Node  2->  1  
[   2 ,  124 703 797] shixi 246
[   2 ,  128 255 550] [246 R] Node  2 收到本层数据包并传往上层 
[   2 ,  130 748 785] shixi 247
[   2 ,  133 124 625] [247 R] Node  2 收到本层数据包并传往上层 
[   2 ,  134 200 440] shixi 248
[   2 ,  135 785 950] shixi 249
[   2 ,  138  95 842] shixi 250
[   2 ,  140 271 435] 时隙: 7-------------------------------------------------------------------------------
[   2 ,  141 124 540] shixi 251
[   2 ,  142 894  25] shixi 252
[   2 ,  145 331 437] shixi 253
[   2 ,  148 151 357] shixi 254
[   2 ,  150 477 622] shixi 255
[   2 ,  153  23 902] shixi 256
[   2 ,  156  44 595] [256 R] Node  2 收到本层数据包并传往上层 
[   2 ,  157 694 717] shixi 257
[   2 ,  160 229 415] 时隙: 8-------------------------------------------------------------------------------
[   2 ,  161 234 110] [257 T] Node  2->  1  
[   2 ,  162 240 290] shixi 258
[   2 ,  162 816 765] [258 T] Node  2->  1  
[   2 ,  165 731 730] shixi 259
[   2 ,  168  81 442] [259 R] Node  2 收到本层数据包并传往上层 
[   2 ,  169 840 125] shixi 260
[   2 ,  173 555 437] [260 T] Node  2->  1  
[   2 ,  175 601 290] shixi 261
[   2 ,  178 200 337] [261 T] Node  2->  1  
[   2 ,  180 448 270] 时隙: 9-------------------------------------------------------------------------------
[   2 ,  181 753 452] shixi 262
[   2 ,  182 812 657] [262 R] Node  2 收到本层数据包并传往上层 
[   2 ,  184  54 742] shixi 263
[   2 ,  185 837 182] [263 R] Node  2 收到本层数据包并传往上层 
[   2 ,  188 127 810] shixi 264
[   2 ,  190 715 872] [264 T] Node  2->  1  
[   2 ,  192 307 920] shixi 265
[   2 ,  196 140 790] [265 T] Node  2->  1  
[   2 ,  198  83 140] shixi 266
[   2 ,  200 532  75] 时隙:10-------------------------------------------------------------------------------
[   2 ,  201 263 940] [266 T] Node  2->  1  
[   2 ,  203 232 977] shixi 267
